name,time,all,sim_rate,effect_len,cur_select_size,cur_size_ratio
DeepDiv,869.2421407699585,0.03667503595352173,0.0,916,1000,0.025
DeepDAC,872.452023267746,0.033075034618377686,0.38,955,1000,0.025
DeepDAC_2,841.0418567657471,0.03355002403259277,0.452,987,1000,0.025
CES,855.3340857028961,0.026825010776519775,0.015,863,1000,0.025
Gini,838.6020796298981,0.03329998254776001,0.522,897,1000,0.025
Random,878.3757560253143,0.016925036907196045,0.021,844,1000,0.025
MAX_P,841.6240606307983,0.030125021934509277,0.554,851,1000,0.025
LSA,861.4744572639465,0.012425005435943604,0.038,91,1000,0.025
DeepDiv,891.5400631427765,0.061550021171569824,0.0,1767,2000,0.05
DeepDAC,854.9588346481323,0.05262500047683716,0.5055,1896,2000,0.05
DeepDAC_2,856.5936772823334,0.034449994564056396,0.506,1963,2000,0.05
CES,871.0156309604645,0.031125009059906006,0.0335,1751,2000,0.05
Gini,868.5662608146667,0.0506250262260437,0.483,1680,2000,0.05
Random,856.3249547481537,0.02665001153945923,0.0425,1687,2000,0.05
MAX_P,877.8723995685577,0.03705000877380371,0.523,1595,2000,0.05
LSA,833.4831144809723,0.017400026321411133,0.068,166,2000,0.05
DeepDiv,858.4371848106384,0.059300005435943604,0.0,2630,3000,0.075
DeepDAC,858.5808696746826,0.059074997901916504,0.5283333333333333,2822,3000,0.075
DeepDAC_2,865.5783350467682,0.05147498846054077,0.5356666666666666,2914,3000,0.075
CES,891.4693007469177,0.044575035572052,0.056666666666666664,2641,3000,0.075
Gini,865.0125753879547,0.031899988651275635,0.51,2410,3000,0.075
Random,885.5366334915161,0.04452502727508545,0.064,2512,3000,0.075
MAX_P,864.184775352478,0.04430001974105835,0.556,2365,3000,0.075
LSA,825.796516418457,0.01910001039505005,0.09233333333333334,318,3000,0.075
DeepDiv,874.7497780323029,0.05782502889633179,0.0,3490,4000,0.1
DeepDAC,892.7386796474457,0.07027500867843628,0.5625,3776,4000,0.1
DeepDAC_2,871.3977792263031,0.0661500096321106,0.57925,3856,4000,0.1
CES,873.548975944519,0.04715001583099365,0.0815,3519,4000,0.1
Gini,866.1068766117096,0.04685002565383911,0.546,3142,4000,0.1
Random,908.357061624527,0.06052500009536743,0.083,3328,4000,0.1
MAX_P,906.9255764484406,0.05847501754760742,0.58475,3155,4000,0.1
LSA,865.995772600174,0.023450016975402832,0.122,570,4000,0.1
