name,time,all,sim_rate,effect_len,cur_select_size,cur_size_ratio
DeepDiv,124.25239205360413,0.02604997158050537,0.0,465,1000,0.025
DeepDAC,114.27505040168762,0.033100008964538574,0.328,803,1000,0.025
DeepDAC_2,115.6245231628418,0.029999971389770508,0.332,718,1000,0.025
CES,130.35117959976196,0.01840001344680786,0.035,813,1000,0.025
Gini,158.22352528572083,0.01932501792907715,0.321,82,1000,0.025
Random,145.06049489974976,0.020099997520446777,0.023,854,1000,0.025
MAX_P,155.11814093589783,0.01569998264312744,0.4,125,1000,0.025
LSA,157.83151197433472,0.03127497434616089,0.098,869,1000,0.025
DeepDiv,155.74126601219177,0.03907501697540283,0.0,1113,2000,0.05
DeepDAC,160.38534092903137,0.043749988079071045,0.416,1615,2000,0.05
DeepDAC_2,145.86880826950073,0.04242497682571411,0.4245,1532,2000,0.05
CES,160.705073595047,0.027575016021728516,0.055,1635,2000,0.05
Gini,157.9296567440033,0.01864999532699585,0.363,278,2000,0.05
Random,159.27996444702148,0.02574998140335083,0.04,1689,2000,0.05
MAX_P,140.8095099925995,0.02415001392364502,0.4365,357,2000,0.05
LSA,161.39320993423462,0.04360002279281616,0.191,1694,2000,0.05
DeepDiv,161.1518862247467,0.045475006103515625,0.0,1747,3000,0.075
DeepDAC,162.38282752037048,0.04777497053146362,0.43233333333333335,2441,3000,0.075
DeepDAC_2,150.35389518737793,0.048299968242645264,0.4246666666666667,2398,3000,0.075
CES,160.77902793884277,0.032850027084350586,0.08233333333333333,2449,3000,0.075
Gini,158.44752979278564,0.025849997997283936,0.405,520,3000,0.075
Random,163.03690099716187,0.03072500228881836,0.056,2525,3000,0.075
MAX_P,147.62506675720215,0.02927500009536743,0.4656666666666667,633,3000,0.075
LSA,159.62973380088806,0.04794996976852417,0.26666666666666666,2457,3000,0.075
DeepDiv,161.67848920822144,0.048799991607666016,0.0,2376,4000,0.1
DeepDAC,164.08000135421753,0.05267500877380371,0.43675,3308,4000,0.1
DeepDAC_2,158.19305753707886,0.05185002088546753,0.43225,3288,4000,0.1
CES,155.40932369232178,0.036724984645843506,0.10025,3244,4000,0.1
Gini,162.07113909721375,0.03259998559951782,0.4625,801,4000,0.1
Random,165.51075887680054,0.032424986362457275,0.0785,3360,4000,0.1
MAX_P,161.95250582695007,0.03857499361038208,0.52075,994,4000,0.1
LSA,147.08291840553284,0.053250014781951904,0.3245,3195,4000,0.1
