name,time,all,sim_rate,effect_len,cur_select_size,cur_size_ratio
NAC,288.8549818992615,0.014450013637542725,0,1000,1000,0.025
TKNC,287.1977632045746,0.008974969387054443,0,1000,1000,0.025
NBC,282.9363133907318,0.005874991416931152,0,1000,1000,0.025
SNAC,286.2065625190735,-0.011375010013580322,0,1000,1000,0.025
NAC,282.349556684494,0.036199986934661865,0,2000,2000,0.05
TKNC,280.34743332862854,0.028400003910064697,0,2000,2000,0.05
NBC,283.7804605960846,0.029325008392333984,0,2000,2000,0.05
SNAC,289.6434791088104,0.02142500877380371,0,2000,2000,0.05
NAC,295.90651392936707,0.03237497806549072,0,3000,3000,0.075
TKNC,290.95302867889404,0.026699960231781006,0,3000,3000,0.075
NBC,294.48940896987915,0.02652496099472046,0,3000,3000,0.075
SNAC,295.15476751327515,0.04025000333786011,0,3000,3000,0.075
NAC,291.7937159538269,0.040974974632263184,0,4000,4000,0.1
TKNC,295.3724136352539,0.035149991512298584,0,4000,4000,0.1
NBC,297.3508276939392,0.0403749942779541,0,4000,4000,0.1
SNAC,299.60227727890015,0.03494995832443237,0,4000,4000,0.1
