name,all,cur_select_size,cur_size_ratio,effect_len,mop,i,model_name,data_name,pair_name
DeepDAC,0.05442500114440918,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.05430001020431519,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
CES,0.03497499227523804,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
Gini,0.0559999942779541,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
Random,0.0382000207901001,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.05849999189376831,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
LSA,0.05547499656677246,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.028050005435943604,1000,0.025,557,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.038474977016448975,1000,0.025,995,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.03525000810623169,1000,0.025,998,RG,0,LeNet5,mnist,mnist_LeNet5
CES,0.020500004291534424,1000,0.025,821,RG,0,LeNet5,mnist,mnist_LeNet5
Gini,0.00914996862411499,1000,0.025,1,RG,0,LeNet5,mnist,mnist_LeNet5
Random,0.0192750096321106,1000,0.025,834,RG,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.008099973201751709,1000,0.025,4,RG,0,LeNet5,mnist,mnist_LeNet5
LSA,0.03130000829696655,1000,0.025,828,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.042725026607513435,2000,0.05,1333,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.04759997129440308,2000,0.05,1991,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.045624971389770515,2000,0.05,1998,RG,0,LeNet5,mnist,mnist_LeNet5
CES,0.029075026512146,2000,0.05,1648,RG,0,LeNet5,mnist,mnist_LeNet5
Gini,0.009474992752075195,2000,0.05,3,RG,0,LeNet5,mnist,mnist_LeNet5
Random,0.02597498893737793,2000,0.05,1643,RG,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.015200018882751463,2000,0.05,22,RG,0,LeNet5,mnist,mnist_LeNet5
LSA,0.0441250205039978,2000,0.05,1710,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.048874974250793464,3000,0.075,2069,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.05245000123977661,3000,0.075,2983,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.05087500810623169,3000,0.075,2996,RG,0,LeNet5,mnist,mnist_LeNet5
CES,0.03450000286102295,3000,0.075,2481,RG,0,LeNet5,mnist,mnist_LeNet5
Gini,0.011049985885620115,3000,0.075,18,RG,0,LeNet5,mnist,mnist_LeNet5
Random,0.027750015258789062,3000,0.075,2469,RG,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.013750016689300535,3000,0.075,70,RG,0,LeNet5,mnist,mnist_LeNet5
LSA,0.050099968910217285,3000,0.075,2597,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.0509750247001648,4000,0.1,2810,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.055899977684021,4000,0.1,3979,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.05397498607635498,4000,0.1,3993,RG,0,LeNet5,mnist,mnist_LeNet5
CES,0.0349000096321106,4000,0.1,3314,RG,0,LeNet5,mnist,mnist_LeNet5
Gini,0.011799991130828856,4000,0.1,49,RG,0,LeNet5,mnist,mnist_LeNet5
Random,0.03172498941421509,4000,0.1,3324,RG,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.017925024032592773,4000,0.1,167,RG,0,LeNet5,mnist,mnist_LeNet5
LSA,0.055225014686584466,4000,0.1,3445,RG,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.03670001029968262,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.0339999794960022,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.03464996814727783,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
CES,0.020600020885467533,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
Gini,0.03457498550415039,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
Random,0.02165001630783081,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.03167498111724853,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
LSA,0.033474981784820564,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.04839998483657837,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.04697501659393311,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.04624998569488525,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
CES,0.029474973678588867,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
Gini,0.04460000991821289,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
Random,0.02757501602172852,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.046074986457824714,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
LSA,0.044475018978118896,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.05215001106262207,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.05065000057220459,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.05222499370574951,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
CES,0.03390002250671387,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
Gini,0.04925000667572022,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
Random,0.03334999084472656,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.052200019359588616,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
LSA,0.05014997720718384,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.05672502517700195,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.05444997549057007,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.0569000244140625,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
CES,0.03967499732971192,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
Gini,0.053300023078918464,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
Random,0.03577500581741333,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.05472499132156372,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
LSA,0.05447500944137573,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.026049971580505368,1000,0.025,465,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.033100008964538574,1000,0.025,803,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.029999971389770508,1000,0.025,718,IR,0,LeNet5,mnist,mnist_LeNet5
CES,0.018400013446807858,1000,0.025,813,IR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.01932501792907715,1000,0.025,82,IR,0,LeNet5,mnist,mnist_LeNet5
Random,0.020099997520446774,1000,0.025,854,IR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.01569998264312744,1000,0.025,125,IR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.03127497434616089,1000,0.025,869,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.03907501697540283,2000,0.05,1113,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.04374998807907105,2000,0.05,1615,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.04242497682571411,2000,0.05,1532,IR,0,LeNet5,mnist,mnist_LeNet5
CES,0.02757501602172852,2000,0.05,1635,IR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.01864999532699585,2000,0.05,278,IR,0,LeNet5,mnist,mnist_LeNet5
Random,0.02574998140335083,2000,0.05,1689,IR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.02415001392364502,2000,0.05,357,IR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.04360002279281616,2000,0.05,1694,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.045475006103515625,3000,0.075,1747,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.047774970531463616,3000,0.075,2441,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.048299968242645264,3000,0.075,2398,IR,0,LeNet5,mnist,mnist_LeNet5
CES,0.03285002708435058,3000,0.075,2449,IR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.02584999799728394,3000,0.075,520,IR,0,LeNet5,mnist,mnist_LeNet5
Random,0.030725002288818363,3000,0.075,2525,IR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.02927500009536743,3000,0.075,633,IR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.04794996976852417,3000,0.075,2457,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.048799991607666016,4000,0.1,2376,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.05267500877380371,4000,0.1,3308,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.05185002088546753,4000,0.1,3288,IR,0,LeNet5,mnist,mnist_LeNet5
CES,0.03672498464584351,4000,0.1,3244,IR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.032599985599517815,4000,0.1,801,IR,0,LeNet5,mnist,mnist_LeNet5
Random,0.032424986362457275,4000,0.1,3360,IR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.03857499361038208,4000,0.1,994,IR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.053250014781951904,4000,0.1,3195,IR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.02322500944137573,1000,0.025,388,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.02969998121261597,1000,0.025,705,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.022549986839294437,1000,0.025,370,CR,0,LeNet5,mnist,mnist_LeNet5
CES,0.022799968719482425,1000,0.025,794,CR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.011524975299835205,1000,0.025,9,CR,0,LeNet5,mnist,mnist_LeNet5
Random,0.01969999074935913,1000,0.025,823,CR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.012724995613098145,1000,0.025,18,CR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.02240002155303955,1000,0.025,286,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.03469997644424438,2000,0.05,984,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.039574980735778816,2000,0.05,1385,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.02867501974105835,2000,0.05,803,CR,0,LeNet5,mnist,mnist_LeNet5
CES,0.027324974536895752,2000,0.05,1585,CR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.013450026512145996,2000,0.05,58,CR,0,LeNet5,mnist,mnist_LeNet5
Random,0.025799989700317383,2000,0.05,1671,CR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.021075010299682617,2000,0.05,104,CR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.029799997806549076,2000,0.05,724,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.04420000314712525,3000,0.075,1576,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.04500001668930054,3000,0.075,1963,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.04210001230239868,3000,0.075,1465,CR,0,LeNet5,mnist,mnist_LeNet5
CES,0.03322499990463257,3000,0.075,2391,CR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.01934999227523804,3000,0.075,207,CR,0,LeNet5,mnist,mnist_LeNet5
Random,0.03249996900558472,3000,0.075,2517,CR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.022549986839294437,3000,0.075,295,CR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.038150012493133545,3000,0.075,1212,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.04979997873306274,4000,0.1,2170,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC,0.04922497272491455,4000,0.1,2575,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDAC_2,0.048550009727478034,4000,0.1,2175,CR,0,LeNet5,mnist,mnist_LeNet5
CES,0.03560000658035278,4000,0.1,3196,CR,0,LeNet5,mnist,mnist_LeNet5
Gini,0.024174988269805908,4000,0.1,411,CR,0,LeNet5,mnist,mnist_LeNet5
Random,0.03329998254776001,4000,0.1,3350,CR,0,LeNet5,mnist,mnist_LeNet5
MAX_P,0.027674973011016846,4000,0.1,540,CR,0,LeNet5,mnist,mnist_LeNet5
LSA,0.04227501153945923,4000,0.1,1755,CR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.016475021839141846,1000,0.025,1000,ORI,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.020500004291534424,1000,0.025,1000,ORI,0,LeNet5,mnist,mnist_LeNet5
NBC,0.0193750262260437,1000,0.025,1000,ORI,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.018575012683868408,1000,0.025,1000,ORI,0,LeNet5,mnist,mnist_LeNet5
NAC,0.025150001049041748,2000,0.05,2000,ORI,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.028975009918212887,2000,0.05,2000,ORI,0,LeNet5,mnist,mnist_LeNet5
NBC,0.02792501449584961,2000,0.05,2000,ORI,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.027750015258789062,2000,0.05,2000,ORI,0,LeNet5,mnist,mnist_LeNet5
NAC,0.029850006103515625,3000,0.075,3000,ORI,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03222501277923584,3000,0.075,3000,ORI,0,LeNet5,mnist,mnist_LeNet5
NBC,0.0343250036239624,3000,0.075,3000,ORI,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.032575011253356934,3000,0.075,3000,ORI,0,LeNet5,mnist,mnist_LeNet5
NAC,0.03320002555847168,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03554999828338623,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
NBC,0.03757500648498535,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.03607499599456787,4000,0.1,4000,ORI,0,LeNet5,mnist,mnist_LeNet5
NAC,0.01932501792907715,1000,0.025,851,RG,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.023975014686584476,1000,0.025,827,RG,0,LeNet5,mnist,mnist_LeNet5
NBC,0.01980000734329224,1000,0.025,847,RG,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.02047497034072876,1000,0.025,832,RG,0,LeNet5,mnist,mnist_LeNet5
NAC,0.02695000171661377,2000,0.05,1704,RG,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.02864998579025269,2000,0.05,1681,RG,0,LeNet5,mnist,mnist_LeNet5
NBC,0.025874972343444824,2000,0.05,1687,RG,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.02522498369216919,2000,0.05,1665,RG,0,LeNet5,mnist,mnist_LeNet5
NAC,0.028575003147125244,3000,0.075,2551,RG,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.032625019550323486,3000,0.075,2514,RG,0,LeNet5,mnist,mnist_LeNet5
NBC,0.02950000762939453,3000,0.075,2528,RG,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.030274987220764164,3000,0.075,2500,RG,0,LeNet5,mnist,mnist_LeNet5
NAC,0.03297501802444458,4000,0.1,3381,RG,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03404998779296875,4000,0.1,3353,RG,0,LeNet5,mnist,mnist_LeNet5
NBC,0.03299999237060547,4000,0.1,3355,RG,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.033649981021881104,4000,0.1,3346,RG,0,LeNet5,mnist,mnist_LeNet5
NAC,0.02032500505447388,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.02432501316070557,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
NBC,0.01985001564025879,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.02179998159408569,1000,0.025,1000,RP,0,LeNet5,mnist,mnist_LeNet5
NAC,0.027674973011016846,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.030099987983703613,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
NBC,0.027199983596801758,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.0274999737739563,2000,0.05,2000,RP,0,LeNet5,mnist,mnist_LeNet5
NAC,0.033150017261505134,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03359997272491455,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
NBC,0.03119999170303345,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.032374978065490716,3000,0.075,3000,RP,0,LeNet5,mnist,mnist_LeNet5
NAC,0.03824996948242188,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03789997100830078,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
NBC,0.03667497634887695,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.03547501564025879,4000,0.1,4000,RP,0,LeNet5,mnist,mnist_LeNet5
NAC,0.020299971103668213,1000,0.025,852,IR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.022374987602233887,1000,0.025,825,IR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.019225001335144043,1000,0.025,847,IR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.021574974060058597,1000,0.025,832,IR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.026899993419647217,2000,0.05,1705,IR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.02877497673034668,2000,0.05,1679,IR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.02569997310638428,2000,0.05,1687,IR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.02507501840591431,2000,0.05,1665,IR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.02997499704360962,3000,0.075,2552,IR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.030775010585784912,3000,0.075,2510,IR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.03207498788833618,3000,0.075,2530,IR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.03152501583099365,3000,0.075,2500,IR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.0340999960899353,4000,0.1,3381,IR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03579998016357422,4000,0.1,3349,IR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.033249974250793464,4000,0.1,3355,IR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.03497499227523804,4000,0.1,3345,IR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.019424974918365482,1000,0.025,850,CR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.02380001544952393,1000,0.025,806,CR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.018000006675720215,1000,0.025,843,CR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.01969999074935913,1000,0.025,829,CR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.0247499942779541,2000,0.05,1703,CR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.027300000190734863,2000,0.05,1660,CR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.025825023651123047,2000,0.05,1683,CR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.024800002574920654,2000,0.05,1663,CR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.02972501516342163,3000,0.075,2550,CR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03119999170303345,3000,0.075,2492,CR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.030449986457824707,3000,0.075,2526,CR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.029399991035461426,3000,0.075,2497,CR,0,LeNet5,mnist,mnist_LeNet5
NAC,0.03357499837875366,4000,0.1,3380,CR,0,LeNet5,mnist,mnist_LeNet5
TKNC,0.03502500057220459,4000,0.1,3330,CR,0,LeNet5,mnist,mnist_LeNet5
NBC,0.033975005149841316,4000,0.1,3351,CR,0,LeNet5,mnist,mnist_LeNet5
SNAC,0.03402501344680786,4000,0.1,3342,CR,0,LeNet5,mnist,mnist_LeNet5
DeepDiv,0.036924958229064934,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.0338749885559082,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.03474998474121094,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
CES,0.019050002098083496,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
Gini,0.036774992942810066,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
Random,0.018574953079223636,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.036524951457977295,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
LSA,0.03415000438690185,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.047299981117248535,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04504996538162232,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04467499256134033,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
CES,0.02092498540878296,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
Gini,0.04582500457763672,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
Random,0.02702498435974121,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.04839998483657837,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
LSA,0.04364997148513794,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.05384999513626098,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.052549958229064934,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.05249994993209839,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
CES,0.02372497320175171,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
Gini,0.052574992179870605,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
Random,0.032875001430511475,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.0529249906539917,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
LSA,0.04852497577667236,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.058449983596801765,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.054399967193603516,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.055849969387054436,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
CES,0.028724968433380123,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
Gini,0.057999968528747566,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
Random,0.040499985218048096,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.05774998664855958,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
LSA,0.055199980735778816,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.03172498941421509,1000,0.025,627,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.034850001335144036,1000,0.025,996,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.03489995002746582,1000,0.025,999,RG,0,LeNet1,mnist,mnist_LeNet1
CES,0.013724982738494871,1000,0.025,980,RG,0,LeNet1,mnist,mnist_LeNet1
Gini,0.006449997425079346,1000,0.025,24,RG,0,LeNet1,mnist,mnist_LeNet1
Random,0.01879996061325073,1000,0.025,819,RG,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.008574962615966797,1000,0.025,46,RG,0,LeNet1,mnist,mnist_LeNet1
LSA,0.02777498960494995,1000,0.025,616,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.0431249737739563,2000,0.05,1416,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04442495107650757,2000,0.05,1992,RG,0,LeNet1,mnist,mnist_LeNet1
