name,all,cur_select_size,cur_size_ratio,effect_len,mop,i,model_name,data_name,pair_name
DeepDiv,0.04332494735717773,2000,0.05,1418,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.044974982738494866,2000,0.05,1992,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04657495021820069,2000,0.05,1999,RG,0,LeNet1,mnist,mnist_LeNet1
CES,0.023399949073791504,2000,0.05,1965,RG,0,LeNet1,mnist,mnist_LeNet1
Gini,0.01690000295639038,2000,0.05,155,RG,0,LeNet1,mnist,mnist_LeNet1
Random,0.025150001049041748,2000,0.05,1661,RG,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.01887500286102295,2000,0.05,230,RG,0,LeNet1,mnist,mnist_LeNet1
LSA,0.03179997205734253,2000,0.05,967,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.05172497034072876,3000,0.075,2213,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.049649953842163086,3000,0.075,2991,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.052549958229064934,3000,0.075,2998,RG,0,LeNet1,mnist,mnist_LeNet1
CES,0.026600003242492683,3000,0.075,2948,RG,0,LeNet1,mnist,mnist_LeNet1
Gini,0.022374987602233887,3000,0.075,329,RG,0,LeNet1,mnist,mnist_LeNet1
Random,0.032224953174591064,3000,0.075,2496,RG,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.02802497148513794,3000,0.075,480,RG,0,LeNet1,mnist,mnist_LeNet1
LSA,0.03904998302459717,3000,0.075,1364,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.05419999361038208,4000,0.1,3000,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.05390000343322754,4000,0.1,3991,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.057049989700317376,4000,0.1,3997,RG,0,LeNet1,mnist,mnist_LeNet1
CES,0.03032499551773072,4000,0.1,3930,RG,0,LeNet1,mnist,mnist_LeNet1
Gini,0.028925001621246338,4000,0.1,534,RG,0,LeNet1,mnist,mnist_LeNet1
Random,0.03612500429153442,4000,0.1,3333,RG,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.03314995765686035,4000,0.1,761,RG,0,LeNet1,mnist,mnist_LeNet1
LSA,0.044274985790252686,4000,0.1,1793,RG,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.037249982357025146,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.03447496891021728,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.035899996757507324,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
CES,0.016624987125396732,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
Gini,0.03229999542236328,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
Random,0.020574986934661862,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.03312498331069946,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
LSA,0.032599985599517815,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.04709994792938232,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04502499103546143,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04767495393753052,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
CES,0.0221250057220459,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
Gini,0.043924987316131585,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
Random,0.02879995107650757,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.04455000162124634,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
LSA,0.04205000400543213,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.052574992179870605,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.0494999885559082,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.05187499523162842,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
CES,0.024524986743927,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
Gini,0.050174951553344734,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
Random,0.033549964427948,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.05109995603561402,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
LSA,0.04637497663497925,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.05914998054504395,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.052149951457977295,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.055599987506866455,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
CES,0.02629995346069336,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
Gini,0.05692499876022339,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
Random,0.0366249680519104,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.05452495813369751,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
LSA,0.05355000495910645,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.02897495031356812,1000,0.025,504,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.032374978065490716,1000,0.025,713,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.02927500009536743,1000,0.025,695,IR,0,LeNet1,mnist,mnist_LeNet1
CES,0.014174997806549072,1000,0.025,958,IR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.02197498083114624,1000,0.025,360,IR,0,LeNet1,mnist,mnist_LeNet1
Random,0.02454996109008789,1000,0.025,837,IR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.0241999626159668,1000,0.025,375,IR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.026549994945526127,1000,0.025,498,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.04144996404647827,2000,0.05,1099,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.043249964714050286,2000,0.05,1433,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04207497835159302,2000,0.05,1419,IR,0,LeNet1,mnist,mnist_LeNet1
CES,0.020500004291534424,2000,0.05,1918,IR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.02952498197555542,2000,0.05,708,IR,0,LeNet1,mnist,mnist_LeNet1
Random,0.029149949550628662,2000,0.05,1676,IR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.031149983406066895,2000,0.05,750,IR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.03107500076293945,2000,0.05,904,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.0457499623298645,3000,0.075,1734,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04839998483657837,3000,0.075,2128,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04824995994567871,3000,0.075,2254,IR,0,LeNet1,mnist,mnist_LeNet1
CES,0.02562499046325684,3000,0.075,2879,IR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.03739994764328003,3000,0.075,1117,IR,0,LeNet1,mnist,mnist_LeNet1
Random,0.03419995307922363,3000,0.075,2514,IR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.03904998302459717,3000,0.075,1194,IR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.0394749641418457,3000,0.075,1285,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.05044996738433838,4000,0.1,2377,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.0533750057220459,4000,0.1,2823,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.05352497100830078,4000,0.1,3086,IR,0,LeNet1,mnist,mnist_LeNet1
CES,0.028949975967407227,4000,0.1,3841,IR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.04317498207092285,4000,0.1,1543,IR,0,LeNet1,mnist,mnist_LeNet1
Random,0.03799998760223389,4000,0.1,3323,IR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.04397499561309815,4000,0.1,1668,IR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.04122495651245117,4000,0.1,1694,IR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.026449978351593014,1000,0.025,391,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.028849959373474118,1000,0.025,624,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.023249983787536618,1000,0.025,362,CR,0,LeNet1,mnist,mnist_LeNet1
CES,0.0149499773979187,1000,0.025,928,CR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.011199951171875,1000,0.025,65,CR,0,LeNet1,mnist,mnist_LeNet1
Random,0.018974959850311283,1000,0.025,815,CR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.012775003910064696,1000,0.025,77,CR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.023524999618530273,1000,0.025,423,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.0368499755859375,2000,0.05,973,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.040224969387054436,2000,0.05,1240,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.03459995985031128,2000,0.05,797,CR,0,LeNet1,mnist,mnist_LeNet1
CES,0.0207749605178833,2000,0.05,1857,CR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.0205499529838562,2000,0.05,289,CR,0,LeNet1,mnist,mnist_LeNet1
Random,0.025824964046478268,2000,0.05,1650,CR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.02402496337890625,2000,0.05,337,CR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.02809995412826538,2000,0.05,750,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.043249964714050286,3000,0.075,1544,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04527497291564941,3000,0.075,1857,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.04299998283386231,3000,0.075,1444,CR,0,LeNet1,mnist,mnist_LeNet1
CES,0.027849972248077396,3000,0.075,2769,CR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.02847498655319214,3000,0.075,589,CR,0,LeNet1,mnist,mnist_LeNet1
Random,0.03142499923706055,3000,0.075,2485,CR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.03074997663497925,3000,0.075,680,CR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.03602498769760132,3000,0.075,1127,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.04942500591278076,4000,0.1,2130,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC,0.04922497272491455,4000,0.1,2499,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDAC_2,0.0461999773979187,4000,0.1,2189,CR,0,LeNet1,mnist,mnist_LeNet1
CES,0.028849959373474118,4000,0.1,3674,CR,0,LeNet1,mnist,mnist_LeNet1
Gini,0.035824954509735114,4000,0.1,1003,CR,0,LeNet1,mnist,mnist_LeNet1
Random,0.03564995527267456,4000,0.1,3320,CR,0,LeNet1,mnist,mnist_LeNet1
MAX_P,0.03739994764328003,4000,0.1,1103,CR,0,LeNet1,mnist,mnist_LeNet1
LSA,0.0394749641418457,4000,0.1,1553,CR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.019624948501586914,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.01872497797012329,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
NBC,0.0207749605178833,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.019124984741210938,1000,0.025,1000,ORI,0,LeNet1,mnist,mnist_LeNet1
NAC,0.02574998140335083,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.02574998140335083,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
NBC,0.027224957942962646,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.026874959468841556,2000,0.05,2000,ORI,0,LeNet1,mnist,mnist_LeNet1
NAC,0.02897495031356812,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03117495775222778,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
NBC,0.03117495775222778,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.03177499771118164,3000,0.075,3000,ORI,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03312498331069946,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03569996356964111,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
NBC,0.03599995374679565,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.035499989986419685,4000,0.1,4000,ORI,0,LeNet1,mnist,mnist_LeNet1
NAC,0.01940000057220459,1000,0.025,851,RG,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.018399953842163086,1000,0.025,829,RG,0,LeNet1,mnist,mnist_LeNet1
NBC,0.017174959182739258,1000,0.025,837,RG,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.017949998378753662,1000,0.025,825,RG,0,LeNet1,mnist,mnist_LeNet1
NAC,0.026574969291687008,2000,0.05,1705,RG,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.027899980545043945,2000,0.05,1686,RG,0,LeNet1,mnist,mnist_LeNet1
NBC,0.02484995126724243,2000,0.05,1678,RG,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.025424957275390625,2000,0.05,1656,RG,0,LeNet1,mnist,mnist_LeNet1
NAC,0.0310249924659729,3000,0.075,2552,RG,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03142499923706055,3000,0.075,2519,RG,0,LeNet1,mnist,mnist_LeNet1
NBC,0.03167498111724853,3000,0.075,2521,RG,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.03104996681213379,3000,0.075,2495,RG,0,LeNet1,mnist,mnist_LeNet1
NAC,0.035499989986419685,4000,0.1,3380,RG,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03509998321533203,4000,0.1,3353,RG,0,LeNet1,mnist,mnist_LeNet1
NBC,0.0361749529838562,4000,0.1,3346,RG,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.034549951553344734,4000,0.1,3338,RG,0,LeNet1,mnist,mnist_LeNet1
NAC,0.020624995231628414,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.020599961280822757,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
NBC,0.020524978637695312,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.02047497034072876,1000,0.025,1000,RP,0,LeNet1,mnist,mnist_LeNet1
NAC,0.030049979686737064,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.026674985885620117,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
NBC,0.026924967765808102,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.028499960899353024,2000,0.05,2000,RP,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03602498769760132,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03392499685287476,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
NBC,0.0330999493598938,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.03292495012283325,3000,0.075,3000,RP,0,LeNet1,mnist,mnist_LeNet1
NAC,0.0393749475479126,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.036924958229064934,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
NBC,0.037174999713897705,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.03569996356964111,4000,0.1,4000,RP,0,LeNet1,mnist,mnist_LeNet1
NAC,0.01864999532699585,1000,0.025,852,IR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.018074989318847656,1000,0.025,829,IR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.018024981021881104,1000,0.025,840,IR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.017724990844726562,1000,0.025,826,IR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.02597498893737793,2000,0.05,1706,IR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.02639997005462646,2000,0.05,1686,IR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.025124967098236084,2000,0.05,1680,IR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.026374995708465576,2000,0.05,1657,IR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03094995021820068,3000,0.075,2553,IR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03200000524520874,3000,0.075,2519,IR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.030824959278106686,3000,0.075,2522,IR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.031699955463409424,3000,0.075,2496,IR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03509998321533203,4000,0.1,3381,IR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.033674955368041985,4000,0.1,3353,IR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.03554999828338623,4000,0.1,3349,IR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.03442496061325073,4000,0.1,3339,IR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.01889997720718384,1000,0.025,852,CR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.0183749794960022,1000,0.025,830,CR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.01889997720718384,1000,0.025,840,CR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.017799973487854004,1000,0.025,826,CR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.02629995346069336,2000,0.05,1706,CR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.026224970817565918,2000,0.05,1687,CR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.02524995803833008,2000,0.05,1680,CR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.02649998664855957,2000,0.05,1657,CR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03097498416900635,3000,0.075,2553,CR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03149998188018799,3000,0.075,2520,CR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.030924975872039795,3000,0.075,2522,CR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.0303499698638916,3000,0.075,2496,CR,0,LeNet1,mnist,mnist_LeNet1
NAC,0.03630000352859497,4000,0.1,3381,CR,0,LeNet1,mnist,mnist_LeNet1
TKNC,0.03447496891021728,4000,0.1,3354,CR,0,LeNet1,mnist,mnist_LeNet1
NBC,0.03427499532699585,4000,0.1,3349,CR,0,LeNet1,mnist,mnist_LeNet1
SNAC,0.034999966621398926,4000,0.1,3339,CR,0,LeNet1,mnist,mnist_LeNet1
DeepDiv,0.02757501602172852,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.02764999866485596,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.025150001049041748,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
CES,0.014174997806549072,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
Gini,0.022074997425079342,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
Random,0.017700016498565674,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.01995003223419189,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
LSA,0.018474996089935303,1000,0.025,1000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.03620004653930664,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.0388750433921814,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.03175002336502075,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
CES,0.02215003967285156,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
Gini,0.03252500295639038,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
Random,0.024725019931793213,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.035724997520446784,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
LSA,0.02890002727508545,2000,0.05,2000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.04382503032684326,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.04365003108978272,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.03944998979568482,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
CES,0.026899993419647217,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
Gini,0.03990000486373901,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
Random,0.03145003318786621,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.040950000286102295,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
LSA,0.03675001859664917,3000,0.075,3000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.04842501878738403,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.04820001125335693,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.051425039768218994,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
CES,0.02950000762939453,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
Gini,0.04730004072189331,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
Random,0.03435003757476806,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.04860001802444458,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
LSA,0.03984999656677246,4000,0.1,4000,ORI,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.02242499589920044,1000,0.025,878,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.02614998817443848,1000,0.025,873,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.023474991321563717,1000,0.025,898,RG,0,LeNet1,fashion,fashion_LeNet1
CES,0.015325009822845459,1000,0.025,895,RG,0,LeNet1,fashion,fashion_LeNet1
Gini,0.018225014209747314,1000,0.025,641,RG,0,LeNet1,fashion,fashion_LeNet1
Random,0.015375018119812012,1000,0.025,818,RG,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.01995003223419189,1000,0.025,703,RG,0,LeNet1,fashion,fashion_LeNet1
LSA,0.01789999008178711,1000,0.025,665,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.03415000438690185,2000,0.05,1736,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.033600032329559326,2000,0.05,1746,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.032275021076202386,2000,0.05,1804,RG,0,LeNet1,fashion,fashion_LeNet1
CES,0.023050010204315186,2000,0.05,1790,RG,0,LeNet1,fashion,fashion_LeNet1
Gini,0.026374995708465576,2000,0.05,1453,RG,0,LeNet1,fashion,fashion_LeNet1
Random,0.0221250057220459,2000,0.05,1648,RG,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.030625045299530033,2000,0.05,1545,RG,0,LeNet1,fashion,fashion_LeNet1
LSA,0.0196000337600708,2000,0.05,1294,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.04142498970031738,3000,0.075,2568,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.03777503967285156,3000,0.075,2599,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.0406000018119812,3000,0.075,2724,RG,0,LeNet1,fashion,fashion_LeNet1
CES,0.025550007820129398,3000,0.075,2673,RG,0,LeNet1,fashion,fashion_LeNet1
Gini,0.03395003080368042,3000,0.075,2283,RG,0,LeNet1,fashion,fashion_LeNet1
Random,0.03100001811981201,3000,0.075,2462,RG,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.035425007343292236,3000,0.075,2380,RG,0,LeNet1,fashion,fashion_LeNet1
LSA,0.03145003318786621,3000,0.075,1907,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.04565000534057617,4000,0.1,3417,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.04287499189376831,4000,0.1,3478,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.043775022029876716,4000,0.1,3582,RG,0,LeNet1,fashion,fashion_LeNet1
CES,0.03014999628067017,4000,0.1,3582,RG,0,LeNet1,fashion,fashion_LeNet1
Gini,0.039350032806396484,4000,0.1,3144,RG,0,LeNet1,fashion,fashion_LeNet1
Random,0.03692501783370972,4000,0.1,3295,RG,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.04237502813339234,4000,0.1,3194,RG,0,LeNet1,fashion,fashion_LeNet1
LSA,0.032725036144256585,4000,0.1,2494,RG,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.03142499923706055,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.026650011539459232,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.021324992179870602,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
CES,0.010150015354156494,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
Gini,0.020500004291534424,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
Random,0.015675008296966553,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.02087503671646118,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
LSA,0.018975019454956055,1000,0.025,1000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.037000000476837165,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.034575045108795166,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.033174991607666016,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
CES,0.017525017261505127,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
Gini,0.03100001811981201,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
Random,0.02490001916885376,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
MAX_P,0.0323750376701355,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
LSA,0.021975040435791016,2000,0.05,2000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDiv,0.04505002498626709,3000,0.075,3000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC,0.04360002279281616,3000,0.075,3000,RP,0,LeNet1,fashion,fashion_LeNet1
DeepDAC_2,0.04080003499984741,3000,0.075,3000,RP,0,LeNet1,fashion,fashion_LeNet1
CES,0.02747499942779541,3000,0.075,3000,RP,0,LeNet1,fashion,fashion_LeNet1
